_id,name,used_in,type,subtype,rarity,category,weight,price_value,price_denomination,shelfLife,description,img,tables,source_file,crafting_use,crafting_multiplier,crafted_value
609248a3b5a32b0a,Arcane Gear,harvest,loot,,common,material,1,4,sp,,A precisely machined cog or sprocket still faintly enchanted.,icons/commodities/tech/cog-brass.webp,Construct CR 0-1 Harvest Table,Arcane_Gear_609248a3b5a32b0a.json,"Clockwork component — fitted into mechanical traps, crossbow mechanisms, and gadgets",2,8 sp
1b905486d89de8ff,Archfey Tear,harvest,loot,,veryRare,component,0.5,35,gp,,A crystallized tear of profound emotion from an archfey-touched creature.,icons/commodities/gems/pearl-blue-gold.webp,Fey CR 11+ Harvest Table; Fey CR 2-4 Harvest Table; Fey CR 5-10 Harvest Table,Archfey_Tear_1b905486d89de8ff.json,"Fey heartstone — crafted into legendary charm items, true-seeing lenses, and wish components",10,350 gp
304547c467f53e2c,Basilisk Eye,harvest,loot,,rare,component,1,15,gp,,"A heavy, crystalline eye from a basilisk; retains faint petrifying energy.",icons/commodities/biological/eye-lizard-green.webp,Basilisk Harvest Table,Basilisk_Eye_304547c467f53e2c.json,Petrification reagent — ground into stone-to-flesh potions and gaze-ward amulets,5,75 gp
f6a6c1ac8a363bc1,Basilisk Hide,harvest,loot,,uncommon,material,4,8,gp,,"Stony, rough-textured hide from a basilisk; partially petrified.",icons/commodities/leather/leather-patch-grey.webp,Basilisk Harvest Table,Basilisk_Hide_f6a6c1ac8a363bc1.json,Stone-tough leather — crafted into petrification-resistant armor and shields,3,24 gp
7b1d80f600488690,Bear Claws,harvest,loot,,uncommon,material,1,2,gp,,Long curved claws harvested from a bear; razor-sharp and dense.,icons/commodities/claws/claw-bear-brown.webp,Brown Bear Harvest Table,Bear_Claws_7b1d80f600488690.json,"Weapon crafting — mounted into gauntlets, raking weapons, and claw-strike gear",3,6 gp
ca38b2cacb2a6632,Bear Fat,harvest,loot,,uncommon,component,2,1,gp,,A rendered jar of bear fat; excellent for preserving leather and waterproofing.,icons/consumables/potions/bottle-round-corked-yellow.webp,Brown Bear Harvest Table,Bear_Fat_ca38b2cacb2a6632.json,"Waterproofing compound — rendered into leather conditioner, lamp fuel, and warming balms",3,3 gp
7efb8d13ac7883cd,Bear Pelt,harvest,loot,,uncommon,material,5,4,gp,,A thick lustrous pelt from a bear; prized by furriers and trappers alike.,icons/commodities/leather/fur-pelt-bear.webp,Brown Bear Harvest Table,Bear_Pelt_7efb8d13ac7883cd.json,"Fur armor lining — sewn into cold-weather cloaks, armor padding, and warm boots",3,12 gp
a401aedb06c0f303,Beholder Chitin,harvest,loot,,rare,material,3,15,gp,,"Tough, overlapping chitin plates from a beholder's body.",icons/commodities/leather/scale-chitin-grey.webp,Beholder Harvest Table,Beholder_Chitin_a401aedb06c0f303.json,Anti-magic armor — crafted into magic-resistant armor and dispelling shield faces,5,75 gp
e4dcfde5bf971205,Beholder Eye Stalk,harvest,loot,,rare,component,1,20,gp,,A wriggling eyestalk from a beholder; each one channels a different magical ray.,icons/commodities/biological/eye-tentacle-green-orange.webp,Beholder Harvest Table,Beholder_Eye_Stalk_e4dcfde5bf971205.json,Anti-magic component — crafted into dispelling wands and spell-absorbing shields,5,100 gp
f52612813c174830,Black Dragon Acid Gland,harvest,loot,,rare,component,1,25,gp,,A volatile gland from a black dragon still oozing caustic acid; handle with extreme care.,icons/commodities/biological/organ-bladder-red.webp,Black Dragon Harvest Table,Black_Dragon_Acid_Gland_f52612813c174830.json,Acid source — used in corrosive weapon enchantments and acid-breath potions,5,125 gp
5918cb658bda1f2d,Black Dragon Scale,harvest,loot,,uncommon,material,1,8,gp,,Obsidian-black scales from a black dragon; faintly corroded along the edges by residual acid.,icons/commodities/leather/scales-brown.webp,Black Dragon Harvest Table,Black_Dragon_Scale_5918cb658bda1f2d.json,Acid-resistant scales — crafted into acid-proof armor and corroding shields,3,24 gp
c383acadebda03f8,Blessed Organ,harvest,loot,,veryRare,component,1,40,gp,,An internal organ suffused with divine grace; warm to the touch.,icons/commodities/biological/organ-heart-pink.webp,Celestial CR 11+ Harvest Table; Celestial CR 5-10 Harvest Table,Blessed_Organ_c383acadebda03f8.json,Sacred vessel — the core ingredient for miracle-grade healing and divine artifact crafting,10,400 gp
bd9e0ea7fa6bcfbf,Blood Vial,harvest,loot,,common,component,0.5,3,sp,,A small vial of humanoid blood; useful for tracking rituals.,icons/consumables/potions/vial-cork-red.webp,Humanoid CR 0-1 Harvest Table; Humanoid CR 11+ Harvest Table; Humanoid CR 2-4 Harvest Table,Blood_Vial_bd9e0ea7fa6bcfbf.json,"Ritual ingredient — used in tracking rituals, blood wards, and divination inks",2,6 sp
376f35741921f3b5,Blossom Essence,harvest,loot,,uncommon,component,0.5,3,gp,,A vial of concentrated nectar extracted from a magical flower creature.,icons/commodities/flowers/lily-bloom-purple.webp,Plant CR 0-1 Harvest Table; Plant CR 11+ Harvest Table; Plant CR 2-4 Harvest Table; Plant CR 5-10 Harvest Table,Blossom_Essence_376f35741921f3b5.json,"Nature extract — distilled into healing potions, charm perfumes, and growth elixirs",3,9 gp
a3c0a86ae78c3d4c,Blue Dragon Lightning Gland,harvest,loot,,rare,component,1,25,gp,,A crackling gland from a blue dragon that discharges sparks when handled roughly.,icons/commodities/biological/organ-stomach.webp,Blue Dragon Harvest Table,Blue_Dragon_Lightning_Gland_a3c0a86ae78c3d4c.json,Lightning source — used in shocking weapon enchantments and storm-calling items,5,125 gp
660387e43fc4eec8,Blue Dragon Scale,harvest,loot,,uncommon,material,1,8,gp,,Deep cobalt scales from a blue dragon; crackle faintly with static electricity.,icons/commodities/leather/scales-blue.webp,Blue Dragon Harvest Table,Blue_Dragon_Scale_660387e43fc4eec8.json,Lightning-resistant scales — crafted into storm-proof armor and static shields,3,24 gp
0225aef7b0bc4b18,Boar Hide,harvest,loot,,common,material,3,5,sp,,A bristly hide from a boar; tough and weatherproof though coarse in texture.,icons/commodities/leather/leather-scrap-brown.webp,Boar Harvest Table,Boar_Hide_0225aef7b0bc4b18.json,Armor leather — a tough hide suitable for studded leather and rugged gear,2,1 gp
8a815b4ef702df75,Boar Tusk,harvest,loot,,common,material,1,3,sp,,A thick curved tusk ripped from a boar's jaw; dense and excellent for carving.,icons/commodities/bones/horn-curved-brown.webp,Boar Harvest Table,Boar_Tusk_8a815b4ef702df75.json,"Weapon point — carved into spear tips, dagger blades, and piercing weapons",2,6 sp
909906e545608782,Bone Fragment,harvest,loot,,common,material,1,2,sp,,Splintered bones useful to alchemists and crafters.,icons/commodities/bones/bone-fragments-grey.webp,Beast CR 0-1 Harvest Table; Skeleton Harvest Table,Bone_Fragment_909906e545608782.json,"Weapon inlay — carved into arrowheads, knife handles, and crude weapon reinforcement",2,4 sp
61d83c235271929c,Breath Gland,harvest,loot,,rare,component,1,30,gp,,The volatile gland responsible for a dragon's deadly breath weapon.,icons/commodities/biological/organ-bladder-red.webp,Dragon CR 11+ Harvest Table; Dragon CR 2-4 Harvest Table; Dragon CR 5-10 Harvest Table,Breath_Gland_61d83c235271929c.json,Elemental weapon core — crafted into breath-weapon items and elemental burst weapons,5,150 gp
065f43bbe9bc1c28,Celestial Feather,harvest,loot,,uncommon,component,0.5,8,gp,,A luminous feather shed by a celestial being; radiates faint warmth.,icons/commodities/materials/feather-white-glowing-beams.webp,Celestial CR 0-1 Harvest Table; Celestial CR 2-4 Harvest Table; Celestial CR 5-10 Harvest Table,Celestial_Feather_065f43bbe9bc1c28.json,"Divine reagent — woven into blessed scrolls, holy water, and protection wards",3,24 gp
2b1a6705c7d6d61f,Central Eye Lens,harvest,loot,,veryRare,component,2,50,gp,,The massive central lens from a beholder; suppresses magic when held aloft.,icons/commodities/biological/eye-blue-gold.webp,Beholder Harvest Table,Central_Eye_Lens_2b1a6705c7d6d61f.json,"Anti-magic focus — crafted into anti-magic shields, dispelling staves, and null-zone items",10,500 gp
57906273f0691129,Chimeric Essence,harvest,loot,,rare,component,0.5,15,gp,,A shimmering residue extracted from a creature of mixed origins.,icons/commodities/materials/liquid-orange.webp,Monstrosity CR 11+ Harvest Table; Monstrosity CR 5-10 Harvest Table,Chimeric_Essence_57906273f0691129.json,Hybrid reagent — used in multi-resistance potions and chimeric transformation items,5,75 gp
a74bed2a1edcace7,Colossus Tooth,harvest,loot,,veryRare,material,3,20,gp,,A molar the size of a cobblestone from a true titan-class giant.,icons/commodities/bones/tooth-spiked-brown.webp,Giant CR 11+ Harvest Table; Giant CR 5-10 Harvest Table,Colossus_Tooth_a74bed2a1edcace7.json,Legendary weapon material — carved into titanic blades and siege-breaking tools,10,200 gp
3b2b19ec4a267607,Concentrated Ichor,harvest,loot,,uncommon,component,0.5,3,gp,,Thickened undead fluid with potent necrotic properties.,icons/commodities/materials/liquid-purple.webp,Undead CR 2-4 Harvest Table; Undead CR 5-10 Harvest Table,Concentrated_Ichor_3b2b19ec4a267607.json,Potent alchemical base — a concentrated solvent for mid-grade potions and poisons,3,9 gp
8235e76763ada770,Condensed Element,harvest,loot,,rare,material,2,15,gp,,"A solid block of almost pure elemental material, stable outside its plane.",icons/commodities/gems/gem-rough-ball-purple.webp,Elemental CR 0-1 Harvest Table; Elemental CR 11+ Harvest Table; Elemental CR 2-4 Harvest Table; Elemental CR 5-10 Harvest Table,Condensed_Element_8235e76763ada770.json,Elemental crafting core — forged into elemental weapons and resistance items,5,75 gp
dcf641b4b1434a13,Construct Heart,harvest,loot,,veryRare,component,2,25,gp,,The primary animating focus of a construct; still faintly active.,icons/commodities/biological/organ-heart-black.webp,Construct CR 11+ Harvest Table; Construct CR 2-4 Harvest Table; Construct CR 5-10 Harvest Table,Construct_Heart_dcf641b4b1434a13.json,Animation engine — the core component for building golems and animated guardians,10,250 gp
53ee426fcc79c2e2,Corrosive Core,harvest,loot,,rare,component,1,5,gp,,A dense nucleic mass from a large ooze; intensely acidic.,icons/commodities/gems/gem-rough-cushion-green.webp,Ooze CR 0-1 Harvest Table; Ooze CR 11+ Harvest Table; Ooze CR 2-4 Harvest Table; Ooze CR 5-10 Harvest Table,Corrosive_Core_53ee426fcc79c2e2.json,Acid generator — crafted into dissolving weapons and acid-trap mechanisms,5,25 gp
3ea85806a3294b92,Damned Soul Residue,harvest,loot,,veryRare,component,0.5,30,gp,,A faint impression of a trapped soul released when the fiend was destroyed.,icons/commodities/materials/slime-purple.webp,Fiend CR 11+ Harvest Table; Fiend CR 5-10 Harvest Table,Damned_Soul_Residue_3ea85806a3294b92.json,Fiendish binding agent — used in soul-trapping items and infernal contract scrolls,10,300 gp
09958e6b072c6a44,Death Shroud,harvest,loot,,rare,component,0.5,12,gp,,A fragment of ethereal cloth that still radiates death's chill.,icons/commodities/cloth/cloth-worn-purple.webp,Undead CR 11+ Harvest Table; Undead CR 5-10 Harvest Table,Death_Shroud_09958e6b072c6a44.json,"Undead binding cloth — woven into necrotic cloaks, death ward scrolls, and soul traps",5,60 gp
13304f7dbf262f5a,Demon Ichor,harvest,loot,,common,component,0.5,8,sp,,Caustic black blood that burbles with barely contained chaos.,icons/commodities/materials/liquid-green.webp,Fiend CR 0-1 Harvest Table; Fiend CR 2-4 Harvest Table,Demon_Ichor_13304f7dbf262f5a.json,"Fiendish reagent — distilled into cursed oils, bane weapons, and warding incense",2,1 gp 6 sp
ae3fc3c4996ed31b,Dense Bones,harvest,loot,,rare,material,2,4,gp,,Unusually compact bones that ring like iron when struck.,icons/commodities/bones/bones-stack-brown.webp,Beast CR 5-10 Harvest Table,Dense_Bones_ae3fc3c4996ed31b.json,"Heavy weapon core — shaped into maces, clubs, and blunt weapon heads",5,20 gp
f892e958e343af49,Devil Horn,harvest,loot,,uncommon,material,1,2,gp,,"A hard, curved horn from a devil; resonates faintly with infernal power.",icons/commodities/bones/horn-curved-grey-purple.webp,Fiend CR 0-1 Harvest Table; Fiend CR 2-4 Harvest Table,Devil_Horn_f892e958e343af49.json,Infernal weapon inlay — set into fiend-bane weapons and hellish warding items,3,6 gp
9d223c4c43e88f6f,Dinosaur Bone,harvest,loot,,uncommon,material,4,4,gp,,"A dense, fossilized-looking bone from a large dinosaur.",icons/commodities/bones/bones-dragon-grey.webp,Allosaurus Harvest Table; Pteranodon Harvest Table; Tyrannosaurus Rex Harvest Table,Dinosaur_Bone_9d223c4c43e88f6f.json,"Heavy crafting material — shaped into clubs, spear shafts, and structural supports",3,12 gp
433d812e75092116,Dinosaur Hide,harvest,loot,,uncommon,material,5,6,gp,,"Rough, scale-textured hide from a dinosaur; excellent for heavy armor.",icons/commodities/leather/leather-bolt-grey.webp,Allosaurus Harvest Table; Ankylosaurus Harvest Table; Stegosaurus Harvest Table; Triceratops Harvest Table,Dinosaur_Hide_433d812e75092116.json,Reptile leather — thick scaled hide for durable medium and heavy armor,3,18 gp
4fab288bb296d741,Dinosaur Horn/Crest,unused,loot,,uncommon,trophy,2,5,gp,,A decorative horn or cranial crest harvested intact from a dinosaur.,icons/commodities/bones/horn-jagged-grey.webp,,Dinosaur_HornCrest_4fab288bb296d741.json,,,
c8866e1f17929e55,Dinosaur Meat,harvest,consumable,food,common,food,3,8,sp,2,"Thick, surprisingly flavorful cuts of dinosaur flesh.",icons/consumables/meat/steak-bone-magenta.webp,Allosaurus Harvest Table; Ankylosaurus Harvest Table; Pteranodon Harvest Table; Stegosaurus Harvest Table; Triceratops Harvest Table; Tyrannosaurus Rex Harvest Table; Velociraptor Harvest Table,Dinosaur_Meat_c8866e1f17929e55.json,,,
fa8b770acea7412f,Divine Essence,harvest,loot,,rare,component,0.5,15,gp,,A concentrated droplet of divine energy solidified on contact with air.,icons/commodities/materials/feather-white-glowing-fire.webp,Celestial CR 0-1 Harvest Table; Celestial CR 11+ Harvest Table; Celestial CR 2-4 Harvest Table; Celestial CR 5-10 Harvest Table,Divine_Essence_fa8b770acea7412f.json,Holy concentrate — distilled into greater healing potions and divine weapon oils,5,75 gp
a0bf3833cda802b2,Dragon Blood,harvest,loot,,rare,component,0.5,15,gp,,A vial of luminous draconic blood teeming with elemental energy.,icons/consumables/potions/potion-tube-corked-red.webp,Black Dragon Harvest Table; Blue Dragon Harvest Table; Dragon CR 0-1 Harvest Table; Dragon CR 11+ Harvest Table; Dragon CR 2-4 Harvest Table; Dragon CR 5-10 Harvest Table; Green Dragon Harvest Table; Red Dragon Harvest Table; White Dragon Harvest Table,Dragon_Blood_a0bf3833cda802b2.json,"Draconic catalyst — the key ingredient for dragon-themed potions, inks, and weapon oils",5,75 gp
5e1f4966ca93ef8b,Dragon Fang,harvest,loot,,rare,material,2,14,gp,,A single massive fang from a chromatic dragon; retains a trace of elemental energy.,icons/commodities/bones/teeth-sharp-white.webp,Black Dragon Harvest Table; Blue Dragon Harvest Table; Green Dragon Harvest Table; Red Dragon Harvest Table; White Dragon Harvest Table,Dragon_Fang_5e1f4966ca93ef8b.json,"Legendary weapon core — crafted into dragon-fang daggers, spears, and arrowheads",5,70 gp
4e7c6d7704227aac,Dragon Heart,harvest,loot,,veryRare,component,3,80,gp,,Still-warm draconic heart pulsing with elemental magic.,icons/commodities/biological/organ-heart-red.webp,Black Dragon Harvest Table; Blue Dragon Harvest Table; Dragon CR 11+ Harvest Table; Dragon CR 5-10 Harvest Table; Green Dragon Harvest Table; Red Dragon Harvest Table; White Dragon Harvest Table,Dragon_Heart_4e7c6d7704227aac.json,Draconic apex reagent — the most potent ingredient for legendary dragon-themed items,10,800 gp
9b4b402eefdb6885,Dragon Hide,harvest,loot,,rare,material,6,40,gp,,A large section of premium dragon skin suitable for master-crafted armor.,icons/commodities/leather/leather-studded-tan.webp,Dragon CR 11+ Harvest Table; Dragon CR 2-4 Harvest Table; Dragon CR 5-10 Harvest Table,Dragon_Hide_9b4b402eefdb6885.json,,,
9e9f4ea9353a9047,Dragon Scale Pry Bar,unused,loot,,rare,material,3,75,gp,,A hardened steel pry bar with serrated edges designed to remove dragon scales without cracking.,icons/commodities/metal/barstock-broken-steel.webp,,Dragon_Scale_Pry_Bar_9e9f4ea9353a9047.json,,,
9b914de7d708a38f,Dragon Scales,harvest,loot,,uncommon,material,1,10,gp,,Iridescent scales harvested from a dragon's hide; nearly impervious to flame.,icons/commodities/leather/scales-blue-white.webp,Dragon CR 2-4 Harvest Table; Dragon CR 5-10 Harvest Table,Dragon_Scales_9b914de7d708a38f.json,Scale armor material — layered into dragon scale mail and enchanted shields,3,30 gp
fde737d319c5c668,Dragon Teeth,harvest,loot,,uncommon,material,2,12,gp,,Massive serrated fangs torn from a dragon's jaw.,icons/commodities/bones/teeth-pointed-white.webp,Dragon CR 0-1 Harvest Table; Dragon CR 11+ Harvest Table; Dragon CR 2-4 Harvest Table,Dragon_Teeth_fde737d319c5c668.json,Enchanted weapon material — set into magical weapons and dragon-tooth necklaces,3,36 gp
129d80dae98ebbbd,Dragon Wing Membrane,harvest,loot,,uncommon,material,3,18,gp,,A large section of leathery wing membrane stripped from a dragon; surprisingly flexible and durable.,icons/commodities/biological/wing-lizard-brown.webp,Black Dragon Harvest Table; Blue Dragon Harvest Table; Green Dragon Harvest Table; Red Dragon Harvest Table; White Dragon Harvest Table,Dragon_Wing_Membrane_129d80dae98ebbbd.json,Flying item material — crafted into cloaks of flying and winged boots,3,54 gp
a66e1059f73cba98,Dried Mushrooms,unused,consumable,food,common,food,0.5,2,sp,4,A cluster of edible mushrooms dried in the sun; bland but filling.,icons/consumables/mushrooms/umbonate-brown.webp,,Dried_Mushrooms_a66e1059f73cba98.json,,,
a1b2c3d4e5f60002,Eblis Beak,harvest,loot,,common,material,3,3,gp,,The razor-sharp beak of an eblis is as long as a human&apos;s forearm and hard as iron. Its curved shape makes it useful as a skinning tool or can be fashioned into a serviceable dagger.,icons/commodities/bones/beak-orange-green.webp,Eblis Harvest Table,Eblis_Beak_a1b2c3d4e5f60002.json,Piercing weapon — mounted into spear tips and beak-strike gauntlets,2,6 gp
a1b2c3d4e5f60003,Eblis Oil,harvest,loot,,rare,component,1,25,gp,,"A viscous, heat-resistant oil extracted from the preen gland of an eblis. The oil has a faintly iridescent quality and feels warm to the touch even in cool air. Alchemists prize it as a key ingredient in brewing Potions of Fire Resistance. When applied directly to exposed skin, it provides a faint tingling warmth and minor protection against open flame for a few minutes&mdash;not enough to resist a dragon&apos;s breath, but sufficient to handle a hot coal or reach into a campfire unscathed.",icons/consumables/potions/bottle-round-corked-yellow.webp,Eblis Harvest Table,Eblis_Oil_a1b2c3d4e5f60003.json,Exotic lubricant — refined into precision weapon coatings and waterproof enchantments,5,125 gp
a1b2c3d4e5f60001,Eblis Plumage,harvest,loot,,common,material,2,4,gp,,"A large pouch of long, elegant feathers that shimmer with an iridescent sheen shifting between dark blue and green. Highly valued by Chultan nobility as accessories and quill pens. Two feathers can be used as fletching on an arrow or crossbow bolt; on impact, the ammunition releases a burst of sparkling motes that cast hypnotic pattern (DC 11 Wisdom save) on creatures within 30 feet who can see the sparks.",icons/commodities/materials/feather-colored-green.webp,Eblis Harvest Table,Eblis_Plumage_a1b2c3d4e5f60001.json,Exotic fletching — crafted into precision arrows and decorative spell components,2,8 gp
af058ca78118b32b,Ectoplasmic Residue,harvest,loot,,rare,component,0.5,8,gp,,A gelatinous slime exuded by incorporeal undead upon destruction.,icons/commodities/materials/slime-white.webp,Undead CR 11+ Harvest Table; Undead CR 2-4 Harvest Table; Undead CR 5-10 Harvest Table,Ectoplasmic_Residue_af058ca78118b32b.json,Ethereal substance — crafted into ghost-touch weapons and spirit-binding containers,5,40 gp
e800ece6a64f9336,Eldritch Ichor,harvest,loot,,rare,component,0.5,12,gp,,A luminescent fluid that hums with alien energy.,icons/commodities/materials/liquid-purple.webp,Aberration CR 0-1 Harvest Table; Aberration CR 11+ Harvest Table; Aberration CR 2-4 Harvest Table; Aberration CR 5-10 Harvest Table,Eldritch_Ichor_e800ece6a64f9336.json,Aberrant catalyst — used in madness-inducing potions and eldritch focus items,5,60 gp
01dc5f5a32bc5a08,Elemental Core,harvest,loot,,uncommon,component,1,10,gp,,A dense node of concentrated elemental matter pulled from a larger elemental.,icons/commodities/gems/gem-rough-cushion-orange.webp,Elemental CR 0-1 Harvest Table; Elemental CR 11+ Harvest Table; Elemental CR 2-4 Harvest Table; Elemental CR 5-10 Harvest Table,Elemental_Core_01dc5f5a32bc5a08.json,"Elemental heart — used to power elemental weapons, wondrous items, and imbued armor",3,30 gp
1e0dd91134ef82e8,Elemental Mote,harvest,loot,,common,component,0.5,2,gp,,A swirling marble-sized orb of elemental energy captured in a vial.,icons/commodities/gems/gem-rough-round-orange.webp,Elemental CR 0-1 Harvest Table; Elemental CR 2-4 Harvest Table,Elemental_Mote_1e0dd91134ef82e8.json,"Elemental spark — used to imbue items with fire, frost, lightning, or acid properties",2,4 gp
af6ee835295e7a53,Enchanted Bark,harvest,loot,,common,material,1,3,gp,,Fibrous bark from a fey creature interwoven with nature magic.,icons/commodities/wood/bark-brown-red.webp,Fey CR 0-1 Harvest Table; Fey CR 2-4 Harvest Table,Enchanted_Bark_af6ee835295e7a53.json,Living armor material — shaped into druidic shields and nature-blessed armor,2,6 gp
734a0306e01551ee,Enchanted Plating,harvest,loot,,uncommon,material,3,8,gp,,A large section of armored plating still holding its enchantment.,icons/commodities/metal/plate-steel-pink.webp,Construct CR 0-1 Harvest Table; Construct CR 11+ Harvest Table; Construct CR 2-4 Harvest Table; Construct CR 5-10 Harvest Table,Enchanted_Plating_734a0306e01551ee.json,Magical armor plate — fitted into enchanted heavy armor and golem-forged shields,3,24 gp
856f098876168730,Far Realm Essence,harvest,loot,,veryRare,component,0.5,25,gp,,A destabilizing fragment of Far Realm reality crystallized in physical form.,icons/commodities/materials/liquid-purple.webp,Aberration CR 11+ Harvest Table; Aberration CR 2-4 Harvest Table; Aberration CR 5-10 Harvest Table,Far_Realm_Essence_856f098876168730.json,Alien catalyst — crafted into madness-ward amulets and reality-bending items,10,250 gp
b4c5cc243ade7b2e,Fey Blossom,harvest,loot,,uncommon,component,0.5,8,gp,,A perpetually blooming flower that only grows in the presence of fey magic.,icons/commodities/flowers/lily-bloom-purple.webp,Fey CR 0-1 Harvest Table; Fey CR 2-4 Harvest Table; Fey CR 5-10 Harvest Table,Fey_Blossom_b4c5cc243ade7b2e.json,"Enchanting catalyst — brewed into charm potions, illusion oils, and fey-touched items",3,24 gp
4946d0663443fea1,Fey Dust,harvest,loot,,common,component,0.5,2,gp,,Glittering iridescent powder that drifts from fey creatures as they die.,icons/commodities/gems/powder-raw-white.webp,Fey CR 0-1 Harvest Table; Fey CR 2-4 Harvest Table,Fey_Dust_4946d0663443fea1.json,"Enchanting powder — sprinkled into illusion potions, glamour oils, and charm tokens",2,4 gp
6841a03cf7f043e0,Field Dissection Kit,unused,loot,,rare,material,4,50,gp,,A specialized set of scalpels and preservation jars optimized for beast and monster anatomy.,icons/tools/cooking/knife-chef-steel-brown.webp,,Field_Dissection_Kit_6841a03cf7f043e0.json,,,
